x,y,z
-0.432128906,-0.002929688,0.9375
-0.434082031,-0.0078125,0.937744141
-0.437744141,-0.005615234,0.935058594
-0.432128906,-0.002685547,0.939208984
-0.43359375,0.000488281,0.934326172
-0.429443359,0.002685547,0.938232422
-0.424804688,0,0.934814453
-0.439697266,-0.00390625,0.94140625
-0.434570313,-0.004150391,0.939453125
-0.428222656,-0.001464844,0.932617188
-0.426513672,-0.002197266,0.932617188
-0.430419922,-0.003662109,0.939453125
-0.432861328,-0.002441406,0.935791016
-0.431640625,-0.008056641,0.935791016
-0.435546875,-0.007568359,0.935546875
-0.430175781,-0.005615234,0.935546875
-0.431884766,-0.006591797,0.936279297
-0.438476563,-0.005859375,0.933349609
-0.433837891,-0.008789063,0.940185547
-0.430419922,-0.009033203,0.937255859
-0.441650391,-0.007324219,0.943115234
-0.439453125,-0.008300781,0.943847656
-0.429443359,-0.006835938,0.933349609
-0.428955078,-0.000732422,0.933837891
-0.428710938,0.003417969,0.937255859
-0.427734375,0.000732422,0.93359375
-0.437744141,-0.012695313,0.937011719
-0.437011719,-0.008300781,0.935791016
-0.436279297,0,0.937255859
-0.435302734,-0.005371094,0.939697266
-0.435791016,0,0.934082031
-0.432617188,0.000244141,0.936035156
-0.437988281,-0.004638672,0.935546875
-0.436523438,-0.006347656,0.936035156
-0.434082031,-0.007324219,0.935302734
-0.435791016,-0.008056641,0.934082031
-0.434570313,-0.010253906,0.936767578
-0.436035156,-0.005371094,0.929931641
-0.432128906,-0.002929688,0.931396484
-0.432861328,-0.010742188,0.935302734
-0.431884766,-0.008056641,0.934814453
-0.435058594,-0.007568359,0.933837891
-0.434326172,-0.006347656,0.936279297
-0.429199219,-0.009765625,0.936035156
-0.433837891,-0.009521484,0.934326172
-0.437988281,-0.002197266,0.939697266
-0.437255859,-0.005371094,0.939208984
-0.438476563,-0.008056641,0.939453125
-0.439208984,-0.005859375,0.939697266
-0.430664063,-0.000976563,0.937255859
-0.431884766,-0.001220703,0.937744141
-0.436523438,-0.009033203,0.939941406
-0.435546875,-0.004882813,0.935791016
-0.433105469,-0.006347656,0.937988281
-0.432617188,-0.007324219,0.936523438
-0.432617188,-0.000732422,0.934326172
-0.43359375,-0.00390625,0.930664063
-0.436767578,-0.005859375,0.935791016
-0.430908203,-0.005859375,0.938964844
-0.429931641,-0.001708984,0.939941406
-0.433105469,-0.006103516,0.9375
-0.435546875,-0.002441406,0.937011719
-0.432617188,-0.008056641,0.940917969
-0.435058594,-0.006347656,0.939941406
-0.435058594,-0.009521484,0.935546875
-0.433105469,-0.010986328,0.939453125
-0.431884766,-0.006103516,0.939941406
-0.427978516,-0.007324219,0.94140625
-0.436279297,-0.001953125,0.939453125
-0.435791016,-0.004638672,0.934570313
-0.427490234,-0.005371094,0.933837891
-0.432128906,-0.004638672,0.93359375
-0.4296875,-0.003417969,0.939453125
-0.429199219,-0.003173828,0.937988281
-0.4375,-0.007568359,0.936767578
-0.441650391,-0.009765625,0.936767578
-0.435546875,-0.005615234,0.936767578
-0.43359375,-0.007080078,0.939941406
-0.436279297,-0.005859375,0.937011719
-0.431884766,-0.008056641,0.936767578
-0.434326172,-0.009521484,0.936279297
-0.434570313,-0.008300781,0.9375
-0.433837891,-0.005126953,0.939941406
-0.431884766,-0.005859375,0.938964844
-0.431396484,-0.005371094,0.937988281
-0.427490234,-0.001708984,0.940185547
-0.426757813,-0.000732422,0.939941406
-0.436767578,-0.002929688,0.934082031
-0.439941406,-0.000488281,0.934326172
-0.432861328,-0.007568359,0.936279297
-0.430908203,-0.003417969,0.934570313
-0.439453125,-0.005371094,0.937011719
-0.435791016,-0.006103516,0.937255859
-0.438476563,-0.007324219,0.937744141
-0.431884766,-0.009521484,0.937988281
-0.432373047,-0.007080078,0.937988281
-0.428466797,-0.002685547,0.932373047
-0.4296875,-0.010498047,0.934570313
-0.432617188,-0.001953125,0.943115234
-0.4375,-0.005126953,0.946289063
-0.430908203,-0.000244141,0.938720703
-0.427734375,-0.001464844,0.939941406
-0.426513672,-0.001220703,0.939453125
-0.423828125,0.001953125,0.940185547
-0.433837891,-0.002929688,0.938720703
-0.434082031,-0.002197266,0.936035156
-0.440673828,-0.003417969,0.934326172
-0.4375,-0.003173828,0.93359375
-0.435546875,-0.006347656,0.939208984
-0.432617188,-0.004150391,0.94140625
-0.430908203,-0.005615234,0.940917969
-0.430908203,-0.001220703,0.939208984
-0.433837891,-0.002197266,0.938964844
-0.433349609,-0.002197266,0.940673828
-0.432861328,-0.002685547,0.940917969
-0.436523438,-0.004150391,0.942626953
-0.43359375,-0.005859375,0.940185547
-0.429199219,-0.00390625,0.941894531
-0.431640625,0.000732422,0.939941406
-0.435791016,0.001708984,0.940429688
-0.434814453,-0.002685547,0.942138672
-0.429443359,-0.002197266,0.941162109
-0.425048828,-0.002929688,0.937744141
-0.433837891,-0.000976563,0.935546875
-0.432373047,0.001464844,0.935302734
-0.435546875,-0.005126953,0.936035156
-0.432617188,-0.002197266,0.937744141
-0.435302734,-0.010742188,0.935546875
-0.431640625,-0.010009766,0.933837891
-0.432128906,-0.006591797,0.937744141
-0.43359375,-0.010253906,0.934570313
-0.428222656,-0.001708984,0.938476563
-0.433105469,-0.003662109,0.937988281
-0.434082031,-0.006103516,0.938476563
-0.431152344,-0.002197266,0.941162109
-0.427246094,-0.002929688,0.942626953
-0.434570313,-0.002929688,0.943115234
-0.432617188,-0.002441406,0.945068359
-0.431396484,-0.009765625,0.938964844
-0.428710938,-0.008789063,0.944335938
-0.425292969,-0.006347656,0.938964844
-0.425537109,-0.004882813,0.936523438
-0.426757813,0,0.940429688
-0.429931641,-0.002441406,0.940673828
-0.426513672,-0.007080078,0.939941406
-0.430664063,0.001953125,0.943115234
-0.424560547,-0.001464844,0.9375
-0.431396484,-0.005859375,0.937988281
-0.430908203,-0.004882813,0.940673828
-0.431152344,-0.001464844,0.941894531
-0.435546875,0.002197266,0.939208984
-0.427246094,-0.007568359,0.936767578
-0.429199219,-0.008056641,0.941894531
-0.436767578,-0.004882813,0.939941406
-0.440185547,-0.002197266,0.936279297
-0.427734375,-0.001464844,0.934814453
-0.427978516,-0.002685547,0.9375
-0.434570313,-0.005859375,0.9375
-0.435058594,-0.001464844,0.935058594
-0.434082031,-0.001220703,0.939208984
-0.433105469,-0.003417969,0.935546875
-0.43359375,-0.004150391,0.938964844
-0.433349609,-0.003417969,0.939697266
-0.43359375,-0.003662109,0.939208984
-0.440917969,-0.003662109,0.938232422
-0.437011719,-0.001464844,0.943603516
-0.432861328,-0.00390625,0.937255859
-0.432128906,-0.005615234,0.935302734
-0.431884766,-0.002929688,0.932861328
-0.434570313,-0.003417969,0.931884766
-0.428955078,-0.011962891,0.941894531
-0.430664063,-0.012207031,0.944091797
-0.43359375,-0.003662109,0.943115234
-0.431396484,-0.002197266,0.940429688
-0.435058594,-0.003662109,0.943115234
-0.433349609,-0.005126953,0.940429688
-0.435791016,-0.000488281,0.9375
-0.439208984,-0.002197266,0.938720703
-0.432617188,-0.008544922,0.944580078
-0.423828125,-0.00390625,0.942382813
-0.435058594,-0.003417969,0.940429688
-0.436035156,-0.004882813,0.942138672
-0.433837891,-0.000976563,0.9375
-0.435546875,-0.003417969,0.939453125
-0.434814453,-0.002441406,0.939941406
-0.431396484,-0.005126953,0.9375
-0.43359375,-0.006347656,0.938232422
-0.434082031,-0.003173828,0.937011719
-0.433837891,-0.003173828,0.938232422
-0.431152344,-0.002441406,0.940185547
-0.430908203,-0.004394531,0.938964844
-0.436523438,-0.000976563,0.936279297
-0.434570313,-0.003417969,0.938964844
-0.4296875,-0.003662109,0.934082031
-0.432861328,-0.005126953,0.935546875
-0.432373047,-0.007080078,0.940185547
-0.436523438,-0.008300781,0.938232422
-0.432373047,0.000488281,0.940429688
-0.428466797,-0.001220703,0.943359375
-0.435791016,0.000976563,0.938720703
-0.431640625,0.002441406,0.933837891
-0.434326172,-0.005371094,0.934570313
-0.428466797,-0.004638672,0.938232422
-0.428710938,-0.002685547,0.939697266
-0.432128906,-0.004150391,0.940429688
-0.434082031,-0.006591797,0.935546875
-0.428466797,-0.005859375,0.938964844
-0.429199219,-0.0078125,0.936523438
-0.429443359,-0.004882813,0.941894531
-0.427734375,-0.005859375,0.937988281
-0.428222656,-0.002685547,0.944091797
-0.430419922,-0.005859375,0.936767578
-0.426513672,-0.005126953,0.941894531
-0.429443359,-0.004394531,0.9453125
-0.430419922,-0.008056641,0.942871094
-0.426269531,-0.005859375,0.946777344
-0.428466797,-0.002197266,0.939697266
-0.430908203,-0.004882813,0.944580078
-0.431640625,-0.001464844,0.941162109
-0.430175781,0,0.942626953
-0.428955078,-0.004638672,0.938232422
-0.429199219,-0.002197266,0.938476563
-0.431884766,-0.002197266,0.939697266
-0.434082031,-0.008789063,0.940917969
-0.432617188,-0.004882813,0.939697266
-0.436279297,-0.000244141,0.938720703
-0.436523438,-0.004394531,0.934814453
-0.429443359,-0.001953125,0.941162109
-0.428710938,-0.002197266,0.943359375
-0.427490234,-0.008789063,0.941894531
-0.429199219,-0.010742188,0.942382813
-0.432861328,-0.004394531,0.947021484
-0.432373047,-0.001708984,0.943115234
-0.434082031,-0.006347656,0.936767578
-0.431640625,-0.005859375,0.932617188
-0.43359375,-0.007324219,0.937744141
-0.427490234,-0.003662109,0.939453125
-0.436523438,0.001220703,0.940917969
-0.431396484,0.001220703,0.93359375
-0.430908203,-0.001953125,0.937744141
-0.429199219,-0.006103516,0.936767578
-0.429931641,-0.002441406,0.936035156
-0.427246094,-0.001708984,0.935058594
-0.432861328,-0.002685547,0.938476563
-0.431396484,-0.006591797,0.937255859
-0.431152344,-0.011474609,0.9375
-0.434082031,-0.002685547,0.938232422
-0.432617188,-0.002929688,0.937744141
-0.430908203,-0.001708984,0.936035156
-0.429199219,-0.002929688,0.938964844
-0.432128906,-0.001708984,0.939941406
-0.432861328,-0.004150391,0.939941406
-0.4296875,-0.003173828,0.939697266
-0.436035156,-0.002929688,0.937744141
-0.436035156,-0.001708984,0.939453125
-0.439697266,-0.0078125,0.942626953
-0.427001953,-0.000732422,0.941162109
-0.431396484,-0.003662109,0.937011719
-0.435791016,-0.005615234,0.937988281
-0.435058594,-0.004150391,0.940429688
-0.429931641,-0.004150391,0.938476563
-0.430664063,0,0.936767578
-0.433105469,-0.006103516,0.936035156
-0.435058594,-0.006835938,0.938720703
-0.436523438,-0.004638672,0.936767578
-0.427246094,-0.000732422,0.937011719
-0.426757813,-0.000976563,0.937744141
-0.428710938,-0.007080078,0.944091797
-0.430175781,-0.001464844,0.940917969
-0.431396484,0.001708984,0.939453125
-0.430664063,0.001464844,0.941650391
-0.43359375,-0.008056641,0.942138672
-0.437744141,-0.005615234,0.939941406
-0.436035156,-0.006347656,0.944580078
-0.43359375,-0.003662109,0.945068359
-0.435791016,-0.005126953,0.937988281
-0.433837891,-0.002929688,0.940429688
-0.432861328,-0.006347656,0.935302734
-0.433837891,-0.006835938,0.933837891
-0.434814453,-0.005126953,0.936279297
-0.43359375,-0.008544922,0.93359375
-0.433837891,-0.00390625,0.937011719
-0.438720703,-0.005371094,0.937988281
-0.435546875,-0.007324219,0.940185547
-0.435302734,-0.007080078,0.932128906
-0.439208984,-0.007568359,0.938964844
-0.427001953,-0.008544922,0.936035156
-0.431152344,-0.00390625,0.939941406
-0.430175781,0,0.939697266
-0.430908203,-0.001953125,0.94140625
-0.439941406,-0.001708984,0.942626953
-0.436523438,-0.003173828,0.945068359
-0.439453125,0,0.942382813
-0.433349609,-0.003662109,0.937988281
-0.436035156,-0.004638672,0.937011719
-0.429443359,-0.004394531,0.942138672
-0.434814453,-0.004638672,0.940917969
-0.43359375,-0.005615234,0.937744141
-0.435546875,-0.007324219,0.942138672
-0.434814453,-0.009033203,0.937988281
-0.431884766,0.000244141,0.937988281
-0.436035156,0.003173828,0.937255859
-0.432861328,0.000732422,0.937011719
-0.431640625,-0.000732422,0.94140625
-0.435302734,-0.001464844,0.937011719
-0.435058594,0.002929688,0.937011719
-0.437255859,-0.000488281,0.940673828
-0.437011719,-0.003417969,0.936767578
-0.432128906,0.004150391,0.940917969
-0.431396484,-0.000488281,0.935302734
-0.427978516,-0.005126953,0.937988281
-0.430175781,-0.002441406,0.942626953
-0.427490234,-0.001464844,0.94140625
-0.429931641,-0.001708984,0.940185547
-0.433105469,0.000244141,0.938964844
-0.436035156,-0.005371094,0.936523438
-0.4375,-0.00390625,0.936279297
-0.435302734,-0.008544922,0.942382813
-0.428710938,-0.006347656,0.938232422
-0.428466797,-0.004638672,0.937011719
-0.432128906,-0.004394531,0.937255859
-0.434814453,-0.006347656,0.939453125
-0.430908203,-0.002197266,0.939941406
-0.430419922,-0.008300781,0.944580078
-0.435302734,-0.003417969,0.945068359
-0.43359375,0.000488281,0.943115234
-0.431152344,-0.008056641,0.942138672
-0.436035156,-0.009033203,0.941894531
-0.429199219,0.000488281,0.941894531
-0.429199219,-0.001953125,0.941162109
-0.433349609,-0.008300781,0.945068359
-0.429931641,-0.002929688,0.940673828
-0.432617188,-0.004882813,0.94140625
-0.434814453,-0.005859375,0.941162109
-0.426513672,-0.002197266,0.939208984
-0.429931641,-0.006347656,0.942871094
-0.4375,-0.000976563,0.944824219
-0.434082031,0.002197266,0.945068359
-0.433837891,-0.011962891,0.939208984
-0.430908203,-0.009765625,0.941894531
-0.428955078,-0.004638672,0.937744141
-0.429931641,-0.001953125,0.940185547
-0.4296875,-0.002929688,0.939453125
-0.432128906,-0.003662109,0.942626953
-0.436035156,-0.006591797,0.939208984
-0.428955078,-0.009521484,0.9375
-0.432373047,-0.005615234,0.9375
-0.437011719,-0.008300781,0.940185547
-0.436767578,-0.008056641,0.937744141
-0.435546875,-0.009033203,0.939697266
-0.434082031,-0.010498047,0.936279297
-0.426269531,-0.006835938,0.939208984
-0.4296875,-0.003417969,0.938232422
-0.428222656,-0.007080078,0.934082031
-0.426757813,-0.008056641,0.937255859
-0.427490234,-0.009521484,0.935302734
-0.4296875,-0.005615234,0.937011719
-0.430908203,-0.005371094,0.934814453
-0.435302734,-0.004638672,0.936035156
-0.435058594,-0.001464844,0.936035156
-0.437011719,-0.006835938,0.938232422
-0.437011719,-0.003662109,0.940917969
-0.432128906,-0.002685547,0.942138672
-0.432861328,-0.005859375,0.941894531
-0.435546875,-0.007080078,0.940673828
-0.435546875,-0.007324219,0.939208984
-0.434326172,-0.004882813,0.9375
-0.430908203,-0.003173828,0.937255859
-0.435058594,-0.009765625,0.934570313
-0.430908203,-0.003417969,0.938476563
-0.428222656,-0.004638672,0.939208984
-0.430664063,-0.001953125,0.940673828
-0.428955078,-0.003662109,0.943603516
-0.435302734,-0.006103516,0.941650391
-0.434326172,-0.00390625,0.941650391
-0.436035156,-0.003662109,0.944335938
-0.44140625,-0.006835938,0.946044922
-0.436767578,-0.006347656,0.947021484
-0.4375,-0.009521484,0.943115234
-0.428222656,-0.005615234,0.942626953
-0.430419922,-0.001708984,0.941650391
-0.427490234,-0.004882813,0.935302734
-0.425537109,-0.00390625,0.932617188
-0.425048828,-0.010498047,0.934570313
-0.428710938,-0.006835938,0.932617188
-0.423583984,-0.007080078,0.936523438
-0.427001953,-0.005859375,0.935302734
-0.435546875,-0.003662109,0.942138672
-0.432373047,-0.002441406,0.943359375
-0.432373047,0.006591797,0.942382813
-0.430419922,0.001708984,0.940185547
-0.426513672,-0.002441406,0.937011719
-0.427490234,-0.004882813,0.9375
-0.4296875,-0.000244141,0.941894531
-0.432128906,-0.002441406,0.939697266
-0.427490234,0,0.936279297
-0.422851563,-0.003173828,0.93359375
-0.422119141,-0.000244141,0.933837891
-0.422607422,-0.003173828,0.934570313
-0.426757813,-0.005126953,0.934814453
-0.429199219,-0.004150391,0.934570313
-0.433837891,-0.002929688,0.935302734
-0.426757813,-0.007080078,0.938232422
-0.427001953,-0.008056641,0.938476563
-0.425048828,-0.002441406,0.943847656
-0.426025391,-0.007080078,0.943847656
-0.430664063,-0.000488281,0.937744141
-0.4296875,0.002441406,0.938476563
-0.429931641,-0.002929688,0.936767578
-0.428955078,-0.001464844,0.940673828
-0.429931641,-0.00390625,0.940185547
-0.434570313,-0.008300781,0.936523438
-0.429443359,-0.001220703,0.945800781
-0.426513672,-0.00390625,0.946044922
-0.431884766,-0.007324219,0.943115234
-0.427734375,-0.004638672,0.946533203
-0.429199219,-0.004882813,0.945068359
-0.432128906,-0.003662109,0.937011719
-0.432373047,-0.009033203,0.941162109
-0.436523438,-0.004882813,0.941650391
-0.428466797,-0.005126953,0.935546875
-0.430419922,-0.000244141,0.939208984
-0.431396484,-0.003173828,0.940917969
-0.434082031,-0.007080078,0.936767578
-0.434326172,-0.008544922,0.936767578
-0.43359375,-0.002685547,0.9375
-0.436767578,-0.006591797,0.94140625
-0.429199219,-0.012207031,0.945068359
-0.432128906,-0.010986328,0.945800781
-0.431884766,-0.005371094,0.944580078
-0.430419922,-0.004638672,0.942871094
-0.4296875,-0.005371094,0.946289063
-0.427978516,-0.006835938,0.943115234
-0.430908203,-0.000488281,0.938476563
-0.428466797,-0.002685547,0.937988281
-0.428466797,-0.004150391,0.939697266
-0.426513672,-0.005859375,0.935302734
-0.427001953,-0.00390625,0.932861328
-0.424072266,-0.005126953,0.933349609
-0.424804688,0.000488281,0.932373047
-0.431396484,-0.007568359,0.932373047
-0.427734375,-0.005371094,0.935302734
-0.427978516,-0.002441406,0.936035156
-0.430175781,0.000488281,0.938476563
-0.434814453,-0.006591797,0.940429688
-0.432373047,-0.010253906,0.940917969
-0.430664063,-0.006591797,0.939697266
-0.432617188,0.000732422,0.941650391
-0.433837891,-0.006347656,0.9375
-0.430419922,-0.008056641,0.940917969
-0.426269531,-0.012451172,0.936035156
-0.430419922,-0.006835938,0.937744141
-0.434082031,-0.009765625,0.942382813
-0.430664063,-0.008789063,0.940673828
-0.4296875,-0.004882813,0.937744141
-0.429931641,-0.004882813,0.945800781
-0.434814453,-0.003417969,0.942871094
-0.432861328,-0.011962891,0.940429688
-0.433837891,-0.012695313,0.9375
-0.431640625,-0.007080078,0.945556641
-0.429931641,-0.002929688,0.945556641
-0.429931641,-0.007568359,0.943603516
-0.430419922,-0.005615234,0.941162109
-0.434570313,-0.005126953,0.943603516
-0.432128906,-0.006591797,0.942138672
-0.433837891,-0.005126953,0.942626953
-0.432128906,-0.00390625,0.942138672
-0.434082031,-0.002685547,0.944091797
-0.433837891,-0.000244141,0.942626953
-0.42578125,-0.006835938,0.94140625
-0.428466797,-0.007568359,0.943847656
-0.428466797,-0.005859375,0.937988281
-0.425537109,-0.006835938,0.942626953
-0.424804688,-0.00390625,0.943115234
-0.428222656,-0.002197266,0.942382813
-0.430664063,-0.003417969,0.937255859
-0.426757813,-0.003417969,0.937011719
-0.426757813,0,0.937011719
-0.431396484,-0.003417969,0.940429688
-0.431884766,-0.003173828,0.941894531
-0.431396484,-0.007080078,0.939941406
-0.429443359,-0.006347656,0.943603516
-0.428222656,-0.00390625,0.938232422
-0.427978516,-0.003173828,0.938964844
-0.430664063,0.001220703,0.941162109
-0.432373047,-0.001220703,0.941894531
-0.430908203,-0.005126953,0.936279297
-0.427734375,-0.003173828,0.938232422
-0.429199219,-0.001464844,0.94140625
-0.427490234,-0.003417969,0.942138672
-0.428222656,-0.008300781,0.940185547
-0.430908203,-0.005126953,0.936767578
-0.435302734,-0.003417969,0.939453125
-0.436035156,-0.004638672,0.939208984
-0.437011719,0.000244141,0.937011719
-0.430175781,-0.004394531,0.937011719
-0.431152344,-0.006347656,0.94140625
-0.4296875,-0.002685547,0.940185547
-0.427734375,-0.004638672,0.935791016
-0.431396484,-0.003417969,0.936523438
-0.432861328,-0.002197266,0.936767578
-0.439208984,-0.001708984,0.937255859
-0.437011719,-0.000732422,0.942138672
-0.431396484,0.002197266,0.937011719
-0.43359375,-0.002441406,0.942138672
-0.434814453,-0.007324219,0.939941406
-0.430419922,0.00390625,0.939941406
-0.436767578,0,0.939697266
-0.437744141,-0.002197266,0.943603516
-0.434814453,-0.0078125,0.940185547
-0.428466797,-0.004638672,0.938720703
-0.427490234,-0.006835938,0.935791016
-0.436279297,-0.005371094,0.938720703
-0.436279297,-0.002929688,0.942871094
-0.43359375,-0.000488281,0.941894531
-0.432373047,-0.002441406,0.939941406
-0.435302734,-0.002197266,0.935302734
-0.435546875,0.000732422,0.938476563
-0.432373047,-0.000488281,0.935791016
-0.435791016,0.000488281,0.937744141
-0.426757813,-0.008300781,0.943847656
-0.425048828,-0.010253906,0.938232422
-0.430664063,-0.000488281,0.946044922
-0.430419922,-0.000976563,0.947021484
-0.4296875,-0.009277344,0.935546875
-0.422851563,-0.009277344,0.933349609
-0.429199219,-0.007324219,0.936767578
-0.429443359,-0.006591797,0.938720703
-0.431396484,-0.002197266,0.940429688
-0.427246094,-0.001220703,0.935302734
-0.429199219,0.005126953,0.939453125
-0.428955078,-0.006591797,0.941650391
-0.427734375,-0.006103516,0.943115234
-0.432861328,-0.007080078,0.938964844
-0.431152344,-0.008300781,0.935058594
-0.429443359,-0.004150391,0.939453125
-0.426513672,-0.005371094,0.936523438
-0.424072266,-0.003173828,0.937011719
-0.427734375,0,0.9375
-0.435058594,-0.001953125,0.9375
-0.433349609,-0.003662109,0.939208984
-0.431152344,-0.005371094,0.937011719
-0.424072266,-0.005371094,0.937255859
-0.433105469,-0.001708984,0.935058594
-0.431884766,0,0.9375
-0.427246094,0.002685547,0.934082031
-0.428955078,-0.003173828,0.937255859
-0.432617188,-0.001708984,0.938232422
-0.432617188,-0.000732422,0.940429688
-0.431884766,-0.003417969,0.940917969
-0.432373047,-0.005615234,0.937988281
-0.431152344,-0.003173828,0.940429688
-0.429931641,-0.004150391,0.939697266
-0.427734375,-0.006347656,0.938720703
-0.434814453,-0.006591797,0.94140625
-0.432617188,-0.004882813,0.938964844
-0.432373047,0.000488281,0.941650391
-0.435058594,-0.000488281,0.943603516
-0.431396484,-0.004882813,0.948242188
-0.4375,-0.008300781,0.947265625
-0.426513672,-0.005859375,0.936767578
-0.427978516,0.000244141,0.939697266
-0.430908203,-0.006103516,0.944824219
-0.427490234,-0.002685547,0.94140625
-0.430908203,-0.003662109,0.940185547
-0.431152344,-0.003662109,0.94140625
-0.430419922,-0.002197266,0.943359375
-0.426513672,0.000488281,0.940429688
-0.428955078,-0.006591797,0.942871094
-0.426757813,-0.001464844,0.940429688
-0.429931641,-0.004394531,0.939941406
-0.426025391,-0.003173828,0.942626953
-0.431396484,-0.005371094,0.94140625
-0.430175781,0.000976563,0.937988281
-0.428710938,-0.00390625,0.935058594
-0.426757813,0.000732422,0.943847656
-0.426269531,-0.002197266,0.942626953
-0.434570313,-0.003417969,0.934326172
-0.436279297,-0.001708984,0.932373047
-0.429443359,-0.004882813,0.935058594
-0.433105469,-0.008300781,0.930419922
-0.427246094,-0.002441406,0.941162109
-0.426513672,-0.002197266,0.935546875
-0.433349609,-0.005126953,0.937988281
-0.431152344,-0.005859375,0.938720703
-0.427978516,-0.00390625,0.942382813
-0.432373047,-0.004638672,0.938964844
-0.428710938,-0.006347656,0.938720703
-0.431640625,-0.005859375,0.943847656
-0.4296875,-0.008544922,0.937011719
-0.431152344,0,0.94140625
-0.427734375,-0.001708984,0.940917969
-0.431396484,-0.009765625,0.94140625
-0.430175781,-0.011230469,0.940185547
-0.43359375,-0.005371094,0.942626953
-0.436523438,-0.005371094,0.943359375
-0.430175781,-0.005371094,0.942382813
-0.431640625,-0.002441406,0.945068359
-0.430175781,-0.00390625,0.943359375
-0.428466797,-0.006835938,0.939453125
-0.435058594,-0.001464844,0.938476563
-0.436035156,0.000976563,0.934814453
-0.430419922,-0.005126953,0.939941406
-0.434326172,-0.001464844,0.942138672
-0.439208984,-0.003417969,0.943359375
