x,y,z
-0.430419922,-0.000976563,0.939941406
-0.430664063,-0.003662109,0.944580078
-0.4296875,-0.001708984,0.939697266
-0.434570313,-0.002929688,0.940917969
-0.429199219,-0.007568359,0.945556641
-0.429931641,0.004882813,0.940429688
-0.430175781,-0.006103516,0.9375
-0.430419922,0.000488281,0.935058594
-0.423339844,-0.003417969,0.935302734
-0.426513672,-0.010742188,0.939941406
-0.434082031,-0.006591797,0.940429688
-0.430664063,-0.005615234,0.940429688
-0.430419922,-0.003173828,0.938964844
-0.426269531,-0.001464844,0.939453125
-0.429199219,-0.008544922,0.943115234
-0.4296875,-0.005615234,0.937988281
-0.427490234,-0.005126953,0.937011719
-0.430908203,-0.007080078,0.9375
-0.433105469,-0.00390625,0.939453125
-0.427490234,-0.010009766,0.938232422
-0.42578125,-0.010498047,0.937011719
-0.431640625,-0.003662109,0.942626953
-0.427490234,-0.000976563,0.936279297
-0.4296875,-0.003662109,0.934814453
-0.429199219,-0.006591797,0.941894531
-0.4296875,-0.005126953,0.937255859
-0.429199219,-0.007324219,0.939208984
-0.431152344,-0.006835938,0.939941406
-0.425537109,-0.005615234,0.936279297
-0.431884766,-0.008789063,0.945800781
-0.435546875,-0.008544922,0.946044922
-0.427734375,-0.006591797,0.949462891
-0.428466797,-0.005371094,0.948974609
-0.432373047,-0.005126953,0.941894531
-0.432373047,-0.005126953,0.938964844
-0.428710938,-0.005371094,0.940185547
-0.430908203,-0.002197266,0.943115234
-0.430419922,-0.005859375,0.940917969
-0.432861328,-0.006591797,0.947265625
-0.433349609,-0.002929688,0.947509766
-0.427246094,-0.003417969,0.940673828
-0.432128906,0.000732422,0.942626953
-0.423095703,-0.003417969,0.938476563
-0.426269531,-0.000976563,0.941650391
-0.433837891,-0.006835938,0.939208984
-0.431640625,-0.010498047,0.942138672
-0.430908203,-0.008789063,0.939697266
-0.429931641,-0.008300781,0.942382813
-0.434326172,-0.005371094,0.939697266
-0.432373047,-0.008300781,0.939208984
-0.426513672,-0.000732422,0.936035156
-0.429931641,0.000244141,0.936279297
-0.430175781,-0.001464844,0.934814453
-0.430664063,-0.002685547,0.937744141
-0.431884766,-0.003417969,0.934570313
-0.428710938,-0.004150391,0.935302734
-0.424560547,-0.005859375,0.940429688
-0.424072266,-0.007568359,0.939208984
-0.428710938,-0.009277344,0.931640625
-0.427734375,-0.006347656,0.939453125
-0.431640625,-0.003417969,0.939208984
-0.424316406,-0.005371094,0.9375
-0.418701172,-0.002929688,0.936523438
-0.426513672,-0.003417969,0.931884766
-0.432373047,-0.002929688,0.931640625
-0.427490234,-0.006347656,0.9375
-0.427734375,0.000732422,0.939941406
-0.434570313,-0.003417969,0.939941406
-0.434814453,-0.002929688,0.943359375
-0.431396484,-0.005859375,0.943847656
-0.433105469,-0.006835938,0.944824219
-0.4296875,-0.003417969,0.944335938
-0.424804688,-0.003173828,0.946533203
-0.43359375,-0.003662109,0.939453125
-0.433105469,-0.005859375,0.940429688
-0.432617188,-0.010009766,0.939941406
-0.430419922,-0.007324219,0.943847656
-0.430664063,-0.009277344,0.940673828
-0.431884766,-0.004150391,0.936279297
-0.428222656,-0.002929688,0.939941406
-0.428955078,-0.006103516,0.939453125
-0.428710938,-0.005371094,0.9375
-0.432861328,-0.000488281,0.939697266
-0.433105469,-0.000488281,0.941650391
-0.43359375,-0.006347656,0.944091797
-0.430664063,-0.008544922,0.942138672
-0.429443359,0.000732422,0.938232422
-0.430664063,-0.002929688,0.935302734
-0.430908203,-0.003417969,0.939941406
-0.42578125,-0.00390625,0.940429688
-0.430419922,-0.005615234,0.937988281
-0.427978516,-0.007080078,0.940673828
-0.431396484,-0.009521484,0.939453125
-0.433349609,-0.008056641,0.940185547
-0.435058594,-0.002441406,0.942871094
-0.432373047,0.000732422,0.938232422
-0.428710938,-0.001708984,0.937255859
-0.434326172,-0.00390625,0.932617188
-0.436279297,-0.003173828,0.937255859
-0.422607422,0.000244141,0.938964844
-0.42578125,-0.005126953,0.942626953
-0.428710938,-0.005371094,0.939208984
-0.429199219,-0.008789063,0.938476563
-0.43359375,-0.002197266,0.935302734
-0.434082031,-0.002441406,0.936279297
-0.4296875,-0.002197266,0.936767578
-0.424804688,-0.004638672,0.939941406
-0.4296875,-0.003662109,0.941650391
-0.431152344,-0.003173828,0.939453125
-0.427490234,-0.006591797,0.937011719
-0.426025391,-0.006591797,0.940429688
-0.434814453,-0.005371094,0.939453125
-0.433837891,-0.000244141,0.942871094
-0.435791016,0.002441406,0.940429688
-0.431396484,0.000976563,0.945556641
-0.431884766,-0.007568359,0.939453125
-0.43359375,-0.009765625,0.935546875
-0.431884766,-0.007568359,0.935058594
-0.427490234,-0.001708984,0.938476563
-0.425048828,0.002441406,0.939941406
-0.428466797,-0.001464844,0.937255859
-0.427246094,-0.001953125,0.936523438
-0.432128906,-0.001708984,0.940673828
-0.438964844,-0.006835938,0.939941406
-0.435791016,-0.004150391,0.940185547
-0.435546875,-0.004150391,0.939453125
-0.427001953,-0.001953125,0.939208984
-0.426269531,-0.004394531,0.940673828
-0.432128906,-0.003662109,0.938476563
-0.432128906,-0.004150391,0.939697266
-0.4296875,-0.010986328,0.937744141
-0.428466797,-0.010742188,0.936523438
-0.435058594,-0.005859375,0.936523438
-0.436035156,-0.002197266,0.942138672
-0.436279297,-0.001220703,0.942138672
-0.432128906,-0.008300781,0.937255859
-0.429931641,-0.005371094,0.934814453
-0.433837891,-0.001708984,0.935302734
-0.436279297,-0.001464844,0.934082031
-0.430908203,-0.004150391,0.937255859
-0.433349609,-0.003417969,0.942138672
-0.431396484,0.001220703,0.9375
-0.432617188,-0.001953125,0.939941406
-0.42578125,-0.002441406,0.940917969
-0.430664063,-0.003173828,0.939453125
-0.433837891,-0.003417969,0.942382813
-0.430908203,-0.005615234,0.939697266
-0.435302734,-0.003662109,0.940429688
-0.434082031,-0.0078125,0.942871094
-0.423095703,-0.006347656,0.941650391
-0.433105469,-0.006103516,0.942382813
-0.435546875,-0.003662109,0.942138672
-0.433349609,-0.004882813,0.944824219
-0.431884766,-0.006591797,0.939697266
-0.427978516,-0.008544922,0.938232422
-0.427001953,-0.010498047,0.9375
-0.432861328,-0.006103516,0.936279297
-0.431152344,-0.002929688,0.934326172
-0.432617188,-0.006103516,0.938232422
-0.434570313,-0.005859375,0.940673828
-0.433349609,-0.004882813,0.934814453
-0.433349609,0.001464844,0.936767578
-0.431640625,-0.000244141,0.936279297
-0.436523438,-0.001953125,0.935791016
-0.434326172,-0.006103516,0.940673828
-0.432128906,-0.002685547,0.940673828
-0.435302734,0,0.938720703
-0.433349609,-0.007324219,0.937744141
-0.427490234,-0.006347656,0.9375
-0.428466797,-0.004882813,0.938964844
-0.429443359,0.001220703,0.939453125
-0.429931641,-0.004150391,0.9375
-0.43359375,0.000488281,0.938720703
-0.429443359,-0.009521484,0.934814453
-0.430175781,-0.013183594,0.9375
-0.428710938,-0.001464844,0.938476563
-0.434570313,-0.000488281,0.938964844
-0.432861328,-0.006103516,0.938476563
-0.429443359,-0.006103516,0.935546875
-0.432617188,-0.004394531,0.936279297
-0.431152344,-0.001464844,0.938232422
-0.431396484,-0.002685547,0.938476563
-0.433105469,-0.007568359,0.936279297
-0.431640625,-0.003173828,0.939941406
-0.428466797,-0.003662109,0.938720703
-0.430419922,-0.005615234,0.941894531
-0.430175781,-0.008544922,0.944091797
-0.428222656,-0.000976563,0.942138672
-0.431152344,-0.005615234,0.943359375
-0.430419922,-0.006103516,0.939697266
-0.426025391,-0.003173828,0.943359375
-0.42578125,-0.003173828,0.942871094
-0.428710938,-0.005859375,0.941162109
-0.432128906,-0.00390625,0.941650391
-0.426025391,-0.000732422,0.940673828
-0.425292969,-0.002929688,0.940185547
-0.426513672,-0.000976563,0.943359375
-0.426269531,-0.002929688,0.940917969
-0.435546875,-0.004150391,0.940917969
-0.430419922,-0.0078125,0.945800781
-0.424072266,-0.002685547,0.937744141
-0.424804688,-0.00390625,0.941650391
-0.430419922,-0.006103516,0.937988281
-0.428710938,-0.004882813,0.939697266
-0.427246094,-0.004638672,0.937011719
-0.428955078,-0.003417969,0.937255859
-0.435546875,-0.002197266,0.941894531
-0.432373047,0.000732422,0.938720703
-0.431152344,-0.002929688,0.936035156
-0.43359375,-0.002929688,0.941650391
-0.433837891,-0.008056641,0.938476563
-0.431152344,-0.009765625,0.940429688
-0.428955078,-0.001464844,0.939941406
-0.427978516,-0.002441406,0.938476563
-0.432128906,-0.004394531,0.936767578
-0.435791016,-0.010986328,0.937988281
-0.429931641,-0.007568359,0.938476563
-0.430419922,-0.001708984,0.938720703
-0.428466797,-0.000732422,0.937744141
-0.433349609,-0.006591797,0.940673828
-0.435791016,-0.004150391,0.943847656
-0.424560547,-0.006835938,0.939453125
-0.427490234,-0.007568359,0.939208984
-0.431884766,-0.006835938,0.939941406
-0.429199219,-0.006591797,0.943847656
-0.43359375,-0.007568359,0.940917969
-0.433349609,-0.009033203,0.942138672
-0.430664063,-0.002685547,0.945800781
-0.428955078,-0.001464844,0.941162109
-0.432373047,-0.005126953,0.942382813
-0.431396484,-0.004394531,0.940429688
-0.435302734,-0.001220703,0.942138672
-0.436279297,-0.01171875,0.941894531
-0.434326172,-0.005615234,0.938964844
-0.433349609,-0.006591797,0.944091797
-0.431884766,-0.0078125,0.942626953
-0.429443359,-0.007324219,0.937011719
-0.428466797,-0.006103516,0.936767578
-0.428466797,-0.001464844,0.941894531
-0.428710938,-0.001220703,0.939208984
-0.430908203,-0.002441406,0.94140625
-0.435058594,-0.004882813,0.942626953
-0.430419922,-0.009277344,0.936767578
-0.431396484,-0.008056641,0.937255859
-0.428955078,0.000976563,0.937255859
-0.428466797,-0.001464844,0.936035156
-0.430908203,-0.003662109,0.934814453
-0.429931641,-0.00390625,0.935791016
-0.42578125,-0.006591797,0.936523438
-0.427001953,-0.007324219,0.939941406
-0.430175781,-0.000976563,0.942138672
-0.432861328,-0.005859375,0.942871094
-0.433837891,-0.006591797,0.937744141
-0.429199219,-0.004638672,0.939697266
-0.427490234,-0.008544922,0.935546875
-0.432128906,-0.003662109,0.939453125
-0.432617188,-0.00390625,0.942382813
-0.432128906,0.002197266,0.938964844
-0.432128906,-0.004150391,0.936035156
-0.437255859,-0.004150391,0.942871094
-0.431640625,-0.004882813,0.9453125
-0.42578125,-0.002929688,0.943359375
-0.432617188,0.002197266,0.942138672
-0.431396484,-0.000488281,0.946533203
-0.427978516,-0.002929688,0.942382813
-0.428955078,-0.005859375,0.9375
-0.428955078,-0.007568359,0.937988281
-0.432617188,-0.007080078,0.936279297
-0.430175781,-0.008300781,0.940185547
-0.427978516,-0.003417969,0.941894531
-0.432128906,-0.001220703,0.9375
-0.433837891,0.000488281,0.936279297
-0.432128906,-0.004638672,0.9375
-0.431884766,-0.002685547,0.936279297
-0.434326172,-0.0078125,0.938964844
-0.435791016,-0.002685547,0.936523438
-0.429199219,0.001464844,0.938964844
-0.431640625,0.000732422,0.935058594
-0.430908203,-0.002685547,0.939208984
-0.432373047,-0.006591797,0.940185547
-0.430419922,-0.001708984,0.938232422
-0.428955078,-0.000732422,0.940429688
-0.434326172,-0.001464844,0.940185547
-0.432128906,-0.006591797,0.939208984
-0.428466797,-0.002197266,0.939697266
-0.435546875,-0.006835938,0.933105469
-0.433837891,-0.005615234,0.936279297
-0.435058594,-0.007568359,0.938476563
-0.432617188,-0.004638672,0.938232422
-0.436767578,-0.002929688,0.940673828
-0.4375,0,0.936035156
-0.429199219,-0.001220703,0.937744141
-0.431396484,-0.000732422,0.934082031
-0.426757813,-0.005859375,0.927978516
-0.429199219,-0.004394531,0.932373047
-0.430908203,-0.004150391,0.941650391
-0.433837891,-0.004150391,0.940429688
-0.429931641,-0.007080078,0.938964844
-0.428710938,-0.007568359,0.939208984
-0.429931641,0.000488281,0.936767578
-0.431396484,-0.001953125,0.944335938
-0.431396484,-0.005126953,0.944335938
-0.431152344,-0.004882813,0.943603516
-0.433837891,-0.003173828,0.942138672
-0.427734375,-0.003173828,0.936035156
-0.427978516,-0.008056641,0.937744141
-0.435302734,-0.001708984,0.940917969
-0.434570313,0.001464844,0.940429688
-0.430664063,-0.006347656,0.933837891
-0.432128906,-0.009521484,0.935058594
-0.4296875,-0.007568359,0.938232422
-0.430175781,-0.009033203,0.938964844
-0.431640625,-0.006591797,0.939453125
-0.430664063,-0.011230469,0.940917969
-0.429931641,-0.003417969,0.941650391
-0.433837891,-0.001220703,0.940917969
-0.427246094,-0.01171875,0.935058594
-0.427490234,-0.004882813,0.933837891
-0.430664063,-0.004394531,0.934082031
-0.431396484,-0.007324219,0.935546875
-0.432861328,-0.006835938,0.936035156
-0.429443359,-0.005126953,0.934326172
-0.434082031,-0.004882813,0.934082031
-0.432373047,0.000732422,0.936279297
-0.427978516,-0.002197266,0.936279297
-0.430175781,-0.003662109,0.938232422
-0.430664063,-0.002929688,0.935058594
-0.431884766,-0.002441406,0.941650391
-0.429199219,-0.002685547,0.942626953
-0.43359375,-0.009521484,0.938476563
-0.427978516,-0.005371094,0.937988281
-0.431640625,-0.009033203,0.936523438
-0.428710938,-0.007568359,0.935791016
-0.425537109,-0.002929688,0.941650391
-0.430908203,-0.005371094,0.938720703
-0.431640625,-0.009277344,0.943603516
-0.434570313,-0.009033203,0.942626953
-0.431152344,-0.000976563,0.938476563
-0.432617188,-0.002685547,0.938476563
-0.435546875,-0.006835938,0.944824219
-0.430908203,-0.004882813,0.943603516
-0.427734375,-0.004394531,0.9375
-0.436279297,-0.004638672,0.944091797
-0.434570313,-0.000732422,0.943603516
-0.433837891,0.000244141,0.941650391
-0.434814453,-0.005859375,0.943603516
-0.434814453,-0.007080078,0.941894531
-0.431640625,-0.009033203,0.939697266
-0.431396484,-0.005859375,0.940185547
-0.4296875,-0.006347656,0.937744141
-0.438476563,-0.008056641,0.933105469
-0.431884766,-0.007080078,0.933837891
-0.436523438,0.000244141,0.937744141
-0.431640625,-0.00390625,0.937988281
-0.432128906,-0.003662109,0.9375
-0.430664063,-0.006591797,0.9375
-0.425048828,0.002929688,0.938964844
-0.426025391,0.002685547,0.9375
-0.433349609,-0.002441406,0.934570313
-0.432373047,-0.006103516,0.936279297
-0.434082031,-0.002929688,0.932617188
-0.429931641,-0.002197266,0.934570313
-0.434082031,-0.00390625,0.93359375
-0.432861328,-0.000488281,0.938720703
-0.429443359,0.000488281,0.938476563
-0.429199219,-0.002685547,0.938476563
-0.428955078,-0.006591797,0.938964844
-0.429443359,-0.005126953,0.936523438
-0.438476563,-0.002929688,0.936279297
-0.430664063,-0.0078125,0.935058594
-0.428466797,-0.004638672,0.939697266
-0.427246094,-0.002441406,0.935546875
-0.432128906,-0.002929688,0.934570313
-0.432617188,-0.001708984,0.943603516
-0.435058594,-0.003662109,0.9375
-0.427001953,-0.006591797,0.935058594
-0.4296875,-0.006347656,0.940429688
-0.435302734,-0.002685547,0.9453125
-0.435546875,-0.008056641,0.942138672
-0.433105469,-0.008789063,0.940673828
-0.431396484,-0.001953125,0.939941406
-0.430664063,-0.0078125,0.942382813
-0.428955078,-0.003173828,0.941894531
-0.432861328,-0.003662109,0.940917969
-0.436035156,-0.003662109,0.939941406
-0.435302734,-0.00390625,0.932617188
-0.427734375,-0.006347656,0.941894531
-0.431152344,-0.001953125,0.940673828
-0.429443359,-0.001708984,0.937744141
-0.430908203,-0.003173828,0.943115234
-0.431884766,-0.001464844,0.943115234
-0.427490234,-0.005615234,0.942871094
-0.426757813,-0.007568359,0.936035156
-0.428710938,-0.005615234,0.939453125
-0.434570313,-0.006835938,0.938720703
-0.434326172,-0.005615234,0.939208984
-0.432617188,-0.003662109,0.942382813
-0.436035156,-0.006591797,0.938476563
-0.435302734,-0.008056641,0.9375
-0.427978516,-0.003417969,0.938232422
-0.432617188,-0.002197266,0.939941406
-0.435058594,0.000488281,0.939208984
-0.435546875,-0.002441406,0.934814453
-0.428955078,-0.000244141,0.942871094
-0.429199219,-0.001708984,0.943359375
-0.429931641,-0.002197266,0.939697266
-0.427246094,-0.002929688,0.938720703
-0.427978516,0.001708984,0.942871094
-0.432128906,0.003662109,0.939453125
-0.439697266,-0.003662109,0.937988281
-0.435302734,-0.009277344,0.941650391
-0.4296875,-0.006103516,0.9375
-0.427490234,-0.006103516,0.938720703
-0.430664063,-0.003662109,0.936523438
-0.429443359,0.000732422,0.939941406
-0.433349609,0.002197266,0.939941406
-0.42578125,-0.00390625,0.939453125
-0.430419922,-0.004394531,0.938476563
-0.436767578,-0.002929688,0.939208984
-0.432128906,-0.002197266,0.939208984
-0.426513672,-0.005615234,0.944091797
-0.428710938,-0.005126953,0.9375
-0.427001953,-0.005126953,0.938232422
-0.430419922,-0.002197266,0.9375
-0.433349609,-0.000732422,0.942871094
-0.429931641,-0.001953125,0.940673828
-0.436523438,-0.005859375,0.937744141
-0.436767578,-0.000488281,0.940429688
-0.432373047,0.001708984,0.938476563
-0.425048828,-0.005371094,0.938476563
-0.433105469,-0.002685547,0.936767578
-0.434082031,-0.003662109,0.934814453
-0.434326172,-0.007324219,0.944091797
-0.431884766,-0.007324219,0.938720703
-0.433837891,-0.006103516,0.937744141
-0.435302734,-0.001708984,0.936767578
-0.438720703,-0.001464844,0.942382813
-0.432617188,-0.002197266,0.933349609
-0.427734375,-0.003662109,0.935058594
-0.433105469,-0.000732422,0.933105469
-0.435058594,-0.003173828,0.937744141
-0.439208984,-0.005371094,0.937011719
-0.4375,-0.005126953,0.936767578
-0.431396484,-0.004638672,0.935546875
-0.426269531,0.001708984,0.935546875
-0.434814453,-0.004394531,0.941650391
-0.433837891,-0.000244141,0.941894531
-0.43359375,0.001220703,0.934570313
-0.433837891,-0.006591797,0.933837891
-0.4375,-0.011230469,0.940185547
-0.438232422,-0.014648438,0.937255859
-0.427001953,-0.001708984,0.941650391
-0.429443359,-0.003417969,0.943359375
-0.431396484,-0.002929688,0.939208984
-0.431884766,-0.006347656,0.939208984
-0.429443359,-0.006591797,0.937011719
-0.429199219,-0.006835938,0.940673828
-0.427246094,-0.005615234,0.940917969
-0.436767578,-0.008300781,0.939697266
-0.432861328,-0.008056641,0.939453125
-0.433837891,-0.007568359,0.942871094
-0.430419922,-0.002441406,0.940917969
-0.426757813,-0.010009766,0.936767578
-0.429443359,-0.0078125,0.937011719
-0.425537109,-0.010986328,0.940429688
-0.430908203,-0.005859375,0.935791016
-0.434326172,-0.000488281,0.939941406
-0.430664063,-0.00390625,0.9375
-0.4296875,-0.005126953,0.936279297
-0.429443359,-0.003417969,0.938232422
-0.429931641,-0.006591797,0.935791016
-0.428955078,-0.006835938,0.939941406
-0.433837891,-0.002685547,0.9375
-0.427734375,-0.004150391,0.933105469
-0.427246094,-0.001220703,0.932861328
-0.426757813,-0.001220703,0.935791016
-0.426513672,0.000732422,0.936279297
-0.432128906,-0.006103516,0.940185547
-0.431640625,-0.004150391,0.941650391
-0.433105469,-0.002929688,0.933349609
-0.430908203,-0.002441406,0.937011719
-0.431152344,-0.010009766,0.940185547
-0.432373047,-0.008300781,0.936279297
-0.434082031,-0.008300781,0.937011719
-0.428955078,-0.005371094,0.936035156
-0.428222656,-0.008300781,0.937255859
-0.427978516,-0.006103516,0.936279297
-0.432128906,-0.008544922,0.934082031
-0.431640625,-0.006591797,0.942626953
-0.432861328,-0.008544922,0.937744141
-0.436523438,-0.004150391,0.938964844
-0.433349609,-0.004394531,0.941162109
-0.427490234,-0.005615234,0.943603516
-0.428710938,-0.003417969,0.944091797
-0.431640625,-0.002929688,0.942871094
-0.432617188,-0.006103516,0.940917969
-0.434082031,-0.003173828,0.944091797
-0.431396484,-0.00390625,0.944580078
-0.430664063,-0.006103516,0.941650391
-0.428466797,-0.005371094,0.941894531
-0.431396484,0.000488281,0.941894531
-0.432617188,0,0.935546875
-0.438720703,-0.00390625,0.937255859
-0.436767578,-0.003662109,0.938964844
-0.428710938,-0.006347656,0.940429688
-0.429199219,-0.006835938,0.940673828
-0.426513672,-0.014648438,0.939208984
-0.427001953,-0.010986328,0.942626953
-0.429443359,-0.004638672,0.939208984
-0.427246094,-0.009521484,0.937744141
-0.433349609,-0.008056641,0.937744141
-0.436279297,-0.006347656,0.937255859
-0.429199219,-0.007568359,0.938232422
-0.42578125,-0.005859375,0.937011719
-0.431640625,-0.005371094,0.943115234
-0.434570313,-0.006347656,0.939941406
-0.431152344,-0.009033203,0.941650391
-0.42578125,-0.004882813,0.942871094
-0.428466797,-0.007324219,0.939453125
-0.433349609,-0.006103516,0.936035156
-0.428955078,-0.005371094,0.936767578
-0.436035156,-0.002929688,0.940673828
-0.434082031,-0.002197266,0.937255859
-0.43359375,-0.004150391,0.937255859
-0.431396484,-0.003417969,0.936523438
-0.431152344,-0.004394531,0.938232422
-0.431152344,-0.004882813,0.939208984
-0.431884766,-0.005371094,0.935791016
-0.43359375,-0.003662109,0.935302734
-0.427734375,-0.005126953,0.9375
-0.433349609,-0.001464844,0.940429688
-0.431640625,-0.001464844,0.938720703
-0.431640625,0.000244141,0.939697266
-0.435546875,-0.004638672,0.938720703
-0.434570313,-0.003662109,0.939453125
-0.431152344,-0.009033203,0.939941406
-0.433105469,-0.004882813,0.943603516
-0.430175781,-0.004150391,0.940917969
-0.430908203,-0.005371094,0.942138672
-0.431884766,-0.003662109,0.944824219
-0.430664063,-0.002685547,0.943603516
-0.431152344,-0.005126953,0.938476563
-0.430419922,-0.001220703,0.938476563
-0.428955078,-0.003173828,0.933105469
-0.433837891,-0.005126953,0.931152344
-0.427001953,-0.001953125,0.933837891
-0.425292969,-0.005615234,0.937255859
-0.422607422,-0.006347656,0.936523438
-0.424560547,-0.003173828,0.943359375
-0.431396484,-0.006103516,0.938232422
-0.427001953,-0.007080078,0.935546875
-0.430175781,-0.00390625,0.937255859
-0.425537109,-0.002685547,0.934326172
-0.428466797,-0.004150391,0.940917969
-0.4296875,-0.005615234,0.939697266
-0.431884766,-0.001464844,0.934082031
-0.434570313,-0.005859375,0.936523438
-0.427490234,0,0.937011719
-0.428466797,-0.001953125,0.932128906
-0.425537109,-0.001220703,0.935302734
-0.424804688,0.000244141,0.936279297
-0.428710938,-0.002685547,0.941650391
-0.432617188,-0.002441406,0.943847656
-0.431396484,-0.002685547,0.943359375
-0.434814453,-0.002441406,0.9375
-0.432128906,-0.003173828,0.935546875
-0.429931641,-0.003417969,0.938720703
-0.434570313,-0.001708984,0.943603516
-0.433105469,0.001953125,0.944335938
-0.435302734,-0.000732422,0.942138672
-0.427246094,-0.000244141,0.945068359
-0.427246094,-0.002929688,0.941650391
-0.434326172,-0.008300781,0.941650391
-0.432373047,-0.005615234,0.938476563
-0.430419922,-0.007324219,0.940917969
-0.434814453,-0.005615234,0.939697266
-0.429199219,-0.004394531,0.9375
-0.430175781,-0.008056641,0.939697266
-0.437255859,-0.014648438,0.94140625
-0.43359375,-0.014648438,0.940917969
-0.434814453,-0.00390625,0.939941406
-0.433349609,-0.006103516,0.939453125
-0.4296875,-0.007324219,0.938232422
-0.429443359,-0.004638672,0.939208984
-0.429443359,-0.004882813,0.935302734
-0.431884766,-0.006103516,0.937744141
-0.432617188,-0.001953125,0.9375
-0.432861328,0.000732422,0.943603516
-0.431152344,-0.001464844,0.946533203
-0.4296875,-0.005371094,0.939697266
-0.432373047,-0.006347656,0.939941406
-0.433105469,-0.000976563,0.945800781
-0.432128906,-0.004150391,0.937011719
-0.435791016,0.000732422,0.933349609
-0.4296875,-0.003417969,0.936279297
-0.432617188,-0.004638672,0.934326172
-0.429443359,-0.004394531,0.936279297
-0.436279297,-0.005126953,0.933837891
-0.433837891,-0.004638672,0.93359375
-0.430664063,0.000244141,0.939941406
-0.428710938,-0.001953125,0.944335938
-0.438232422,0.000244141,0.942626953
-0.439697266,-0.001464844,0.940673828
-0.435058594,-0.002929688,0.935302734
-0.433349609,-0.004150391,0.9375
-0.432128906,-0.001708984,0.938476563
-0.432617188,-0.004150391,0.940185547
-0.431152344,-0.006103516,0.939941406
-0.430175781,-0.00390625,0.940917969
-0.427490234,-0.002441406,0.938476563
-0.438964844,0.001220703,0.937744141
-0.432617188,-0.003417969,0.942382813
-0.430175781,-0.007080078,0.944091797
-0.426025391,-0.005615234,0.939697266
-0.437255859,-0.002929688,0.94140625
-0.434326172,-0.005126953,0.940429688
-0.430175781,-0.001708984,0.935058594
-0.430908203,-0.005371094,0.938476563
-0.427001953,-0.004150391,0.932861328
-0.432128906,-0.005371094,0.936523438
-0.433837891,-0.007324219,0.937988281
-0.429931641,-0.005615234,0.9375
-0.424804688,-0.002929688,0.9375
-0.426513672,-0.001708984,0.939208984
-0.431884766,-0.004394531,0.940673828
-0.430908203,-0.008056641,0.9375
-0.430908203,-0.002929688,0.939941406
-0.433837891,-0.004638672,0.936035156
-0.429199219,0.001220703,0.940429688
-0.431152344,-0.001708984,0.939208984
-0.435546875,-0.002441406,0.937744141
-0.434326172,-0.003173828,0.940185547
-0.427490234,-0.002441406,0.935302734
-0.427490234,-0.005615234,0.935302734
-0.427490234,-0.00390625,0.934326172
-0.433349609,-0.004882813,0.937255859
-0.431396484,-0.005615234,0.937011719
-0.431396484,-0.006103516,0.935546875
-0.424316406,-0.006103516,0.939208984
-0.430419922,-0.002685547,0.939208984
-0.429199219,-0.008789063,0.937255859
-0.431152344,0.002197266,0.939941406
-0.431152344,0.000488281,0.938476563
-0.431884766,-0.004638672,0.936279297
-0.424560547,-0.004882813,0.94140625
-0.42578125,-0.003173828,0.945068359
-0.432373047,-0.003417969,0.944335938
-0.4296875,-0.001953125,0.940917969
-0.431640625,-0.006591797,0.941162109
-0.43359375,-0.003417969,0.940917969
-0.431396484,-0.005371094,0.942382813
-0.431884766,-0.009033203,0.941162109
-0.429199219,-0.002685547,0.942626953
-0.430419922,-0.000244141,0.941650391
-0.428710938,-0.0078125,0.936279297
-0.427978516,-0.010742188,0.934082031
-0.427490234,-0.004394531,0.940917969
-0.428222656,-0.008056641,0.937988281
-0.426025391,-0.004150391,0.940185547
-0.42578125,-0.002441406,0.937744141
-0.434814453,-0.007568359,0.934814453
-0.432861328,-0.004394531,0.932861328
-0.432861328,-0.006347656,0.937011719
-0.427490234,-0.002685547,0.936767578
-0.428466797,-0.006103516,0.936523438
-0.428710938,-0.006591797,0.940673828
-0.430419922,-0.004394531,0.938232422
-0.428222656,-0.003662109,0.936035156
-0.425292969,-0.006347656,0.938964844
-0.427978516,-0.006347656,0.937011719
-0.434082031,-0.008544922,0.936523438
-0.432617188,-0.006347656,0.937011719
-0.429443359,-0.005126953,0.939453125
-0.431640625,-0.006835938,0.937011719
-0.433349609,-0.008300781,0.938964844
-0.427734375,-0.008789063,0.935546875
-0.428955078,-0.006103516,0.938964844
-0.428222656,-0.006591797,0.938232422
-0.424560547,-0.005859375,0.941650391
-0.423095703,-0.003662109,0.942382813
-0.428955078,-0.001953125,0.940429688
-0.426757813,-0.002197266,0.937744141
-0.432373047,-0.002929688,0.938476563
-0.429199219,-0.004638672,0.943115234
-0.426513672,-0.002685547,0.942626953
-0.427490234,-0.003417969,0.943115234
-0.432128906,-0.005126953,0.940429688
-0.428466797,-0.002441406,0.939697266
-0.433837891,-0.005371094,0.940673828
-0.435546875,-0.003173828,0.941162109
-0.427246094,0.000976563,0.947265625
-0.428466797,-0.000732422,0.944091797
-0.430908203,-0.003173828,0.940917969
-0.43359375,-0.007568359,0.940917969
-0.433349609,-0.007568359,0.941894531
-0.430664063,-0.004638672,0.940185547
-0.432861328,-0.002441406,0.938964844
-0.433837891,-0.007324219,0.9375
-0.428955078,-0.009277344,0.940185547
-0.429443359,-0.005126953,0.943603516
-0.431640625,-0.005615234,0.94140625
-0.431396484,0.000244141,0.934326172
-0.431884766,0.000488281,0.937744141
-0.43359375,-0.000488281,0.942382813
-0.429443359,-0.003662109,0.940429688
